variant,canonical,verdict,note
burnous,burnoose,variant,the variant column is the nonstandard spelling
burnouse,burnoose,variant,the variant column is the nonstandard spelling
byzant,bezant,variant,the variant column is the nonstandard spelling
cainogenesis,caenogenesis,variant,the variant column is the nonstandard spelling
caliculus,calyculus,variant,the variant column is the nonstandard spelling
callathump,callithump,variant,the variant column is the nonstandard spelling
calorizator,calorisator,variant,the variant column is the nonstandard spelling
calpac,calpack,variant,the variant column is the nonstandard spelling
carabinier,carabineer,variant,the variant column is the nonstandard spelling
carageen,carrageen,variant,the variant column is the nonstandard spelling
carragheen,carrageen,variant,the variant column is the nonstandard spelling
caviller,caviler,variant,the variant column is the nonstandard spelling
cenogenesis,caenogenesis,reverse,the canonical column is the nonstandard spelling
centiliter,centilitre,reverse,the canonical column is the nonstandard spelling
cephalhematoma,cephalohematoma,variant,the variant column is the nonstandard spelling
chabasite,chabazite,variant,the variant column is the nonstandard spelling
chanfron,chamfron,variant,the variant column is the nonstandard spelling
chaulmugra,chaulmoogra,variant,the variant column is the nonstandard spelling
cheewink,chewink,variant,the variant column is the nonstandard spelling
chigetai,dziggetai,variant,the variant column is the nonstandard spelling
chiseller,chiseler,variant,the variant column is the nonstandard spelling
chromaesthesia,chromesthesia,variant,the variant column is the nonstandard spelling
cirripede,cirriped,variant,the variant column is the nonstandard spelling
clayiness,clayeyness,variant,the variant column is the nonstandard spelling
cockleburr,cocklebur,variant,the variant column is the nonstandard spelling
cocoswood,cocuswood,variant,the variant column is the nonstandard spelling
coigne,coign,variant,the variant column is the nonstandard spelling
colorlessness,colourlessness,reverse,the canonical column is the nonstandard spelling
colourcast,colorcast,variant,the variant column is the nonstandard spelling
conventionalisation,conventionalization,variant,the variant column is the nonstandard spelling
councilorship,councillorship,variant,the variant column is the nonstandard spelling
counsellorship,counselorship,variant,the variant column is the nonstandard spelling
covalency,covalence,variant,the variant column is the nonstandard spelling
crenelation,crenellation,variant,the variant column is the nonstandard spelling
crenelle,crenel,variant,the variant column is the nonstandard spelling
crotal,crottle,unrelated,not a spelling pair
cryoanaesthesia,cryoanesthesia,variant,the variant column is the nonstandard spelling
decaliter,decalitre,reverse,the canonical column is the nonstandard spelling
decameter,decametre,reverse,the canonical column is the nonstandard spelling
dekagram,decagram,variant,the variant column is the nonstandard spelling
dekaliter,decalitre,variant,the variant column is the nonstandard spelling
dekalitre,decalitre,variant,the variant column is the nonstandard spelling
dekameter,decametre,variant,the variant column is the nonstandard spelling
dekametre,decametre,variant,the variant column is the nonstandard spelling
demythologisation,demythologization,variant,the variant column is the nonstandard spelling
detribalisation,detribalization,variant,the variant column is the nonstandard spelling
devitalisation,devitalization,variant,the variant column is the nonstandard spelling
dichotomisation,dichotomization,variant,the variant column is the nonstandard spelling
dichromasy,dichromacy,variant,the variant column is the nonstandard spelling
dicumarol,dicoumarol,variant,the variant column is the nonstandard spelling
dissyllable,disyllable,variant,the variant column is the nonstandard spelling
dkg,dekagram,unrelated,not a spelling pair
draughtswoman,draftswoman,variant,the variant column is the nonstandard spelling
drosky,droshky,variant,the variant column is the nonstandard spelling
enanthema,enanthem,variant,the variant column is the nonstandard spelling
encyclopaedism,encyclopedism,variant,the variant column is the nonstandard spelling
entoparasite,endoparasite,variant,the variant column is the nonstandard spelling
epigon,epigone,variant,the variant column is the nonstandard spelling
eringo,eryngo,variant,the variant column is the nonstandard spelling
essonite,hessonite,variant,the variant column is the nonstandard spelling
esthesia,aesthesia,reverse,the canonical column is the nonstandard spelling
etamin,etamine,variant,the variant column is the nonstandard spelling
eudemon,eudaemon,reverse,the canonical column is the nonstandard spelling
euglenoid,euglenid,variant,the variant column is the nonstandard spelling
eupnoea,eupnea,variant,the variant column is the nonstandard spelling
exanthema,exanthem,variant,the variant column is the nonstandard spelling
extemporisation,extemporization,variant,the variant column is the nonstandard spelling
fasciolosis,fascioliasis,variant,the variant column is the nonstandard spelling
fatism,fattism,variant,the variant column is the nonstandard spelling
favorableness,favourableness,reverse,the canonical column is the nonstandard spelling
femtometer,femtometre,reverse,the canonical column is the nonstandard spelling
fizgig,fishgig,unrelated,not a spelling pair
flavourer,flavorer,variant,the variant column is the nonstandard spelling
flavourlessness,flavorlessness,variant,the variant column is the nonstandard spelling
flavoursomeness,flavorsomeness,variant,the variant column is the nonstandard spelling
flindosa,flindosy,variant,the variant column is the nonstandard spelling
focalisation,focalization,variant,the variant column is the nonstandard spelling
foetology,fetology,variant,the variant column is the nonstandard spelling
foetometry,fetometry,variant,the variant column is the nonstandard spelling
foetoscope,fetoscope,variant,the variant column is the nonstandard spelling
foetoscopy,fetoscopy,variant,the variant column is the nonstandard spelling
foulmart,foumart,variant,the variant column is the nonstandard spelling
framboesia,frambesia,variant,the variant column is the nonstandard spelling
frijole,frijol,variant,the variant column is the nonstandard spelling
galvaniser,galvanizer,variant,the variant column is the nonstandard spelling
ganof,ganef,variant,the variant column is the nonstandard spelling
ganoin,ganoine,variant,the variant column is the nonstandard spelling
garrotter,garroter,variant,the variant column is the nonstandard spelling
girandola,girandole,variant,the variant column is the nonstandard spelling
gluiness,glueyness,variant,the variant column is the nonstandard spelling
golosh,galosh,variant,the variant column is the nonstandard spelling
gonif,ganef,variant,the variant column is the nonstandard spelling
goniff,ganef,variant,the variant column is the nonstandard spelling
gospeller,gospeler,variant,the variant column is the nonstandard spelling
groveller,groveler,variant,the variant column is the nonstandard spelling
gyrostabiliser,gyrostabilizer,variant,the variant column is the nonstandard spelling
haematin,hematin,variant,the variant column is the nonstandard spelling
haematinic,hematinic,variant,the variant column is the nonstandard spelling
haematocele,hematocele,variant,the variant column is the nonstandard spelling
haematochezia,hematochezia,variant,the variant column is the nonstandard spelling
haematocolpos,hematocolpos,variant,the variant column is the nonstandard spelling
haematoidin,hematoidin,variant,the variant column is the nonstandard spelling
haemoprotein,hemoprotein,variant,the variant column is the nonstandard spelling
haemosiderosis,hemosiderosis,variant,the variant column is the nonstandard spelling
haemostasia,hemostasia,variant,the variant column is the nonstandard spelling
hectometer,hectometre,reverse,the canonical column is the nonstandard spelling
hemipteron,hemipteran,variant,the variant column is the nonstandard spelling
hesitator,hesitater,variant,the variant column is the nonstandard spelling
hierarchisation,hierarchization,variant,the variant column is the nonstandard spelling
holloware,hollowware,variant,the variant column is the nonstandard spelling
homoiotherm,homeotherm,variant,the variant column is the nonstandard spelling
homotherm,homeotherm,variant,the variant column is the nonstandard spelling
honourableness,honorableness,variant,the variant column is the nonstandard spelling
hoodmold,hoodmould,reverse,the canonical column is the nonstandard spelling
hyalinisation,hyalinization,variant,the variant column is the nonstandard spelling
hypercalciuria,hypercalcinuria,variant,the variant column is the nonstandard spelling
hyperlipaemia,hyperlipemia,variant,the variant column is the nonstandard spelling
hyperlipoidaemia,hyperlipoidemia,variant,the variant column is the nonstandard spelling
hypermetropy,hypermetropia,variant,the variant column is the nonstandard spelling
hypervolaemia,hypervolemia,variant,the variant column is the nonstandard spelling
hypesthesia,hypoesthesia,reverse,the canonical column is the nonstandard spelling
hypnotiser,hypnotizer,variant,the variant column is the nonstandard spelling
hypostatisation,hypostatization,variant,the variant column is the nonstandard spelling
idoliser,idolizer,variant,the variant column is the nonstandard spelling
impendence,impendency,variant,the variant column is the nonstandard spelling
impenitency,impenitence,variant,the variant column is the nonstandard spelling
jaguarondi,jaguarundi,variant,the variant column is the nonstandard spelling
kabbalism,cabalism,variant,the variant column is the nonstandard spelling
kainogenesis,caenogenesis,variant,the variant column is the nonstandard spelling
kaluresis,kaliuresis,variant,the variant column is the nonstandard spelling
kenogenesis,caenogenesis,variant,the variant column is the nonstandard spelling
kinaesthesia,kinesthesia,variant,the variant column is the nonstandard spelling
kinaesthesis,kinesthesis,variant,the variant column is the nonstandard spelling
kitambilla,ketembilla,variant,the variant column is the nonstandard spelling
knobkerrie,knobkerry,variant,the variant column is the nonstandard spelling
knockwurst,knackwurst,variant,the variant column is the nonstandard spelling
laconicism,laconism,variant,the variant column is the nonstandard spelling
lacrimator,lachrymator,variant,the variant column is the nonstandard spelling
laevulose,levulose,variant,the variant column is the nonstandard spelling
lansat,langsat,variant,the variant column is the nonstandard spelling
lanseh,langsat,variant,the variant column is the nonstandard spelling
leucorrhea,leukorrhea,variant,the variant column is the nonstandard spelling
leukoma,leucoma,variant,the variant column is the nonstandard spelling
lexicalisation,lexicalization,variant,the variant column is the nonstandard spelling
lipaemia,lipemia,variant,the variant column is the nonstandard spelling
lipidaemia,lipidemia,variant,the variant column is the nonstandard spelling
liquidiser,liquidizer,variant,the variant column is the nonstandard spelling
logginess,loginess,variant,the variant column is the nonstandard spelling
lymphangiectasis,lymphangiectasia,variant,the variant column is the nonstandard spelling
lysogenisation,lysogenization,variant,the variant column is the nonstandard spelling
magilp,megilp,variant,the variant column is the nonstandard spelling
mahlstick,maulstick,variant,the variant column is the nonstandard spelling
malodour,malodor,variant,the variant column is the nonstandard spelling
manoeuvrer,maneuverer,variant,the variant column is the nonstandard spelling
memoriser,memorizer,variant,the variant column is the nonstandard spelling
meshugaas,mishegoss,variant,the variant column is the nonstandard spelling
meshuggeneh,meshuggener,variant,the variant column is the nonstandard spelling
metacenter,metacentre,reverse,the canonical column is the nonstandard spelling
metronymic,matronymic,variant,the variant column is the nonstandard spelling
micromillimeter,micromillimetre,reverse,the canonical column is the nonstandard spelling
mileometer,milometer,variant,the variant column is the nonstandard spelling
mishegaas,mishegoss,variant,the variant column is the nonstandard spelling
mishpachah,mishpocha,variant,the variant column is the nonstandard spelling
mitrewort,miterwort,variant,the variant column is the nonstandard spelling
moneron,moneran,variant,the variant column is the nonstandard spelling
monochromasy,monochromacy,variant,the variant column is the nonstandard spelling
monopoliser,monopolizer,variant,the variant column is the nonstandard spelling
moujik,mujik,variant,the variant column is the nonstandard spelling
munj,munja,variant,the variant column is the nonstandard spelling
muzjik,mujik,variant,the variant column is the nonstandard spelling
myelinisation,myelinization,variant,the variant column is the nonstandard spelling
myotic,miotic,variant,the variant column is the nonstandard spelling
myriameter,myriametre,reverse,the canonical column is the nonstandard spelling
mythologisation,mythologization,variant,the variant column is the nonstandard spelling
nargileh,narghile,variant,the variant column is the nonstandard spelling
nudnick,nudnik,variant,the variant column is the nonstandard spelling
obstructor,obstructer,variant,the variant column is the nonstandard spelling
oesophagoscope,esophagoscope,variant,the variant column is the nonstandard spelling
opsonisation,opsonization,variant,the variant column is the nonstandard spelling
oreide,oroide,variant,the variant column is the nonstandard spelling
orpin,orpine,variant,the variant column is the nonstandard spelling
orthopteron,orthopteran,variant,the variant column is the nonstandard spelling
overcapitalisation,overcapitalization,variant,the variant column is the nonstandard spelling
ozokerite,ozocerite,variant,the variant column is the nonstandard spelling
paddymelon,pademelon,unrelated,not a spelling pair
pademelon,paddymelon,unrelated,not a spelling pair
palaeogeology,paleogeology,variant,the variant column is the nonstandard spelling
palaeology,paleology,variant,the variant column is the nonstandard spelling
palaeozoology,paleozoology,variant,the variant column is the nonstandard spelling
paleencephalon,paleoencephalon,reverse,the canonical column is the nonstandard spelling
panetela,panatela,variant,the variant column is the nonstandard spelling
paraleipsis,paralipsis,variant,the variant column is the nonstandard spelling
paralepsis,paraleipsis,variant,the variant column is the nonstandard spelling
parchesi,pachisi,variant,the variant column is the nonstandard spelling
parchisi,pachisi,variant,the variant column is the nonstandard spelling
pasteuriser,pasteurizer,variant,the variant column is the nonstandard spelling
paviour,pavior,variant,the variant column is the nonstandard spelling
pedaler,pedaller,reverse,the canonical column is the nonstandard spelling
pennoncelle,pennoncel,variant,the variant column is the nonstandard spelling
penoche,penuche,variant,the variant column is the nonstandard spelling
penoncel,pennoncel,variant,the variant column is the nonstandard spelling
peptisation,peptization,variant,the variant column is the nonstandard spelling
perigon,perigone,unrelated,not a spelling pair
pewit,peewit,variant,the variant column is the nonstandard spelling
philosophiser,philosophizer,variant,the variant column is the nonstandard spelling
pichiciago,pichiciego,variant,the variant column is the nonstandard spelling
picknicker,picnicker,variant,the variant column is the nonstandard spelling
picometer,picometre,reverse,the canonical column is the nonstandard spelling
plagiarisation,plagiarization,variant,the variant column is the nonstandard spelling
plagiariser,plagiarizer,variant,the variant column is the nonstandard spelling
plessimeter,pleximeter,variant,the variant column is the nonstandard spelling
ploughwoman,plowwoman,variant,the variant column is the nonstandard spelling
ploughwright,plowwright,variant,the variant column is the nonstandard spelling
plowland,ploughland,variant,the variant column is the nonstandard spelling
poetiser,poetizer,variant,the variant column is the nonstandard spelling
predaceousness,predaciousness,variant,the variant column is the nonstandard spelling
proboscidian,proboscidean,variant,the variant column is the nonstandard spelling
prothalamium,prothalamion,variant,the variant column is the nonstandard spelling
punkey,punkie,variant,the variant column is the nonstandard spelling
pussly,pussley,variant,the variant column is the nonstandard spelling
pycnosis,pyknosis,variant,the variant column is the nonstandard spelling
pyemia,pyaemia,reverse,the canonical column is the nonstandard spelling
pyroxyline,pyroxylin,variant,the variant column is the nonstandard spelling
quandang,quandong,variant,the variant column is the nonstandard spelling
quantong,quandong,variant,the variant column is the nonstandard spelling
quarreller,quarreler,variant,the variant column is the nonstandard spelling
quatercentennial,quatercentenary,variant,the variant column is the nonstandard spelling
raetam,retem,variant,the variant column is the nonstandard spelling
ratafee,ratafia,variant,the variant column is the nonstandard spelling
rateability,ratability,variant,the variant column is the nonstandard spelling
ratlin,ratline,variant,the variant column is the nonstandard spelling
rebato,rabato,variant,the variant column is the nonstandard spelling
relativisation,relativization,variant,the variant column is the nonstandard spelling
rhodomontade,rodomontade,variant,the variant column is the nonstandard spelling
ricrac,rickrack,variant,the variant column is the nonstandard spelling
ridgil,ridgel,variant,the variant column is the nonstandard spelling
rijstafel,rijsttafel,variant,the variant column is the nonstandard spelling
ringhals,rinkhals,variant,the variant column is the nonstandard spelling
ruggedisation,ruggedization,variant,the variant column is the nonstandard spelling
rumourmonger,rumormonger,variant,the variant column is the nonstandard spelling
saffranine,safranin,variant,the variant column is the nonstandard spelling
sandarach,sandarac,variant,the variant column is the nonstandard spelling
sapremia,sapraemia,reverse,the canonical column is the nonstandard spelling
sarcenet,sarsenet,variant,the variant column is the nonstandard spelling
sarcodinian,sarcodine,variant,the variant column is the nonstandard spelling
savorlessness,savourlessness,reverse,the canonical column is the nonstandard spelling
scandalisation,scandalization,variant,the variant column is the nonstandard spelling
schemozzle,shemozzle,variant,the variant column is the nonstandard spelling
scorper,scauper,variant,the variant column is the nonstandard spelling
scramaseax,scramasax,variant,the variant column is the nonstandard spelling
scrutiniser,scrutinizer,variant,the variant column is the nonstandard spelling
sectionalisation,sectionalization,variant,the variant column is the nonstandard spelling
sentimentalisation,sentimentalization,variant,the variant column is the nonstandard spelling
sermoniser,sermonizer,variant,the variant column is the nonstandard spelling
shlepper,schlepper,variant,the variant column is the nonstandard spelling
shlimazel,schlimazel,variant,the variant column is the nonstandard spelling
shlockmeister,schlockmeister,variant,the variant column is the nonstandard spelling
sniveller,sniveler,variant,the variant column is the nonstandard spelling
socialiser,socializer,variant,the variant column is the nonstandard spelling
solmization,solmisation,reverse,the canonical column is the nonstandard spelling
souslik,suslik,variant,the variant column is the nonstandard spelling
specialiser,specializer,variant,the variant column is the nonstandard spelling
spelaeologist,speleologist,variant,the variant column is the nonstandard spelling
spiritualisation,spiritualization,variant,the variant column is the nonstandard spelling
sporophyl,sporophyll,variant,the variant column is the nonstandard spelling
standardiser,standardizer,variant,the variant column is the nonstandard spelling
steinbok,steenbok,variant,the variant column is the nonstandard spelling
subsidiser,subsidizer,variant,the variant column is the nonstandard spelling
succourer,succorer,variant,the variant column is the nonstandard spelling
syllogiser,syllogizer,variant,the variant column is the nonstandard spelling
symboliser,symbolizer,variant,the variant column is the nonstandard spelling
synezesis,synizesis,variant,the variant column is the nonstandard spelling
systematiser,systematizer,variant,the variant column is the nonstandard spelling
systemiser,systemizer,variant,the variant column is the nonstandard spelling
tabouret,taboret,variant,the variant column is the nonstandard spelling
tambac,tombak,variant,the variant column is the nonstandard spelling
tantaliser,tantalizer,variant,the variant column is the nonstandard spelling
taradiddle,tarradiddle,variant,the variant column is the nonstandard spelling
telferage,telpherage,variant,the variant column is the nonstandard spelling
temporiser,temporizer,variant,the variant column is the nonstandard spelling
tenderisation,tenderization,variant,the variant column is the nonstandard spelling
tendrac,tenrec,variant,the variant column is the nonstandard spelling
territorialisation,territorialization,variant,the variant column is the nonstandard spelling
terrorisation,terrorization,variant,the variant column is the nonstandard spelling
tetraskele,tetraskelion,variant,the variant column is the nonstandard spelling
theologiser,theologizer,variant,the variant column is the nonstandard spelling
theoriser,theorizer,variant,the variant column is the nonstandard spelling
tittivation,titivation,variant,the variant column is the nonstandard spelling
toitoi,toetoe,variant,the variant column is the nonstandard spelling
tombac,tombak,variant,the variant column is the nonstandard spelling
totaliser,totalizer,variant,the variant column is the nonstandard spelling
touraco,turaco,variant,the variant column is the nonstandard spelling
trenail,treenail,variant,the variant column is the nonstandard spelling
tribalisation,tribalization,variant,the variant column is the nonstandard spelling
troponomy,troponymy,variant,the variant column is the nonstandard spelling
trunnel,treenail,variant,the variant column is the nonstandard spelling
tsoris,tsuris,variant,the variant column is the nonstandard spelling
tughrik,tugrik,variant,the variant column is the nonstandard spelling
tumbrel,tumbril,variant,the variant column is the nonstandard spelling
tupek,tupik,variant,the variant column is the nonstandard spelling
turacou,turaco,variant,the variant column is the nonstandard spelling
turakoo,turaco,variant,the variant column is the nonstandard spelling
tyrocidin,tyrocidine,variant,the variant column is the nonstandard spelling
unfavourableness,unfavorableness,variant,the variant column is the nonstandard spelling
unitisation,unitization,variant,the variant column is the nonstandard spelling
unraveller,unraveler,variant,the variant column is the nonstandard spelling
useableness,usableness,variant,the variant column is the nonstandard spelling
vapourousness,vaporousness,variant,the variant column is the nonstandard spelling
verbaliser,verbalizer,variant,the variant column is the nonstandard spelling
villainage,villeinage,variant,the variant column is the nonstandard spelling
virucide,viricide,variant,the variant column is the nonstandard spelling
viscosimetry,viscometry,variant,the variant column is the nonstandard spelling
vitaliser,vitalizer,variant,the variant column is the nonstandard spelling
vocaliser,vocalizer,variant,the variant column is the nonstandard spelling
vulcaniser,vulcanizer,variant,the variant column is the nonstandard spelling
vulgariser,vulgarizer,variant,the variant column is the nonstandard spelling
waggonwright,wagonwright,variant,the variant column is the nonstandard spelling
weisenheimer,wisenheimer,variant,the variant column is the nonstandard spelling
xerophthalmus,xerophthalmia,variant,the variant column is the nonstandard spelling
yashmac,yashmak,variant,the variant column is the nonstandard spelling
zumbooruck,zamburak,variant,the variant column is the nonstandard spelling
zumbooruk,zamburak,variant,the variant column is the nonstandard spelling
