noun,zipf,tier,senses,lexfile,register,domain,in_wn30,also_proper_noun,recommended,excluded_because,definition
disowning,2.13,UNCOMMON,1,noun.communication,GENERAL,,True,False,False,not in Wiktionary,refusal to acknowledge as one's own
northwestward,2.13,UNCOMMON,1,noun.relation,GENERAL,,True,False,False,not in Wiktionary,the compass point midway between north and west; at 315 degrees
barbecuing,2.12,UNCOMMON,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,roasting a large piece of meat on a revolving spit out of doors over an open fire
inflaming,2.11,UNCOMMON,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,arousal to violent emotion
rydberg,2.11,UNCOMMON,1,noun.quantity,GENERAL,,True,False,False,not in Wiktionary,a wave number characteristic of the wave spectrum of each element
bismark,2.1,UNCOMMON,1,noun.food,GENERAL,,True,False,False,not in Wiktionary,a raised doughnut filled with jelly or jam
overworking,2.09,UNCOMMON,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,the act of working too much or too long
folie,2.08,UNCOMMON,1,noun.state,MED,psychiatry,True,False,False,not in Wiktionary,(psychiatry) a psychological disorder of thought or emotion; a more neutral term than mental illness
buna,2.07,UNCOMMON,1,noun.substance,GENERAL,,True,False,False,not in Wiktionary,made by polymerizing butadiene
diddley,2.07,UNCOMMON,1,noun.quantity,GENERAL,,True,False,False,not in Wiktionary,a small worthless amount
cheesing,2.06,UNCOMMON,1,noun.act,GENERAL,,False,False,False,not in Wiktionary,To play a game or sport in a manner that is effective but requires little skill
annotating,2.05,UNCOMMON,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,the act of adding notes
overacting,2.05,UNCOMMON,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,poor acting by a ham actor
pinche,2.05,UNCOMMON,1,noun.animal,BIO,,True,False,False,not in Wiktionary,South American tamarin with a tufted head
snogging,2.05,UNCOMMON,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,(British informal) cuddle and kiss
southwestward,2.05,UNCOMMON,1,noun.relation,GENERAL,,True,False,False,not in Wiktionary,the compass point midway between south and west; at 225 degrees
twitterverse,2.05,UNCOMMON,1,noun.cognition,GENERAL,,False,False,False,not in Wiktionary,the social sphere of the Twitter service
nardo,2.04,UNCOMMON,1,noun.plant,BIO,,True,False,False,not in Wiktionary,Australian clover fern
smooching,2.04,UNCOMMON,1,noun.act,SPECIAL,sexual activity,True,False,False,not in Wiktionary,affectionate play (or foreplay without contact with the genital organs)
bonheur,2.03,UNCOMMON,1,noun.feeling,GENERAL,,True,False,False,not in Wiktionary,(French) happiness and good humor
redact,2.02,UNCOMMON,1,noun.person,GENERAL,,True,False,False,not in Wiktionary,someone who puts text into appropriate form for publication
tubeless,2.02,UNCOMMON,1,noun.artifact,GENERAL,,True,False,False,not in Wiktionary,pneumatic tire not needing an inner tube to be airtight
reductio,2.01,UNCOMMON,1,noun.cognition,GENERAL,,True,False,False,not in Wiktionary,(reduction to the absurd) a disproof by showing that the consequences of the proposition are absurd; or a proof of a proposition by showing that its negation leads to a contradiction
bacca,2.0,UNCOMMON,1,noun.plant,BIO,,True,False,False,not in Wiktionary,"an indehiscent fruit derived from a single ovary having one or many seeds within a fleshy wall or pericarp: e.g. grape, tomato, cranberry"
braising,2.0,UNCOMMON,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,cooking slowly in fat in a closed pot with little moisture
pentecostalism,1.99,RARE,1,noun.cognition,GENERAL,,True,False,False,not in Wiktionary,the principles and practices of Pentecostal religious groups; characterized by religious excitement and talking in tongues
republishing,1.98,RARE,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,the act of publishing again
alhamdulillah,1.97,RARE,1,noun.communication,GENERAL,,False,False,False,not in Wiktionary,An expression meaning ‘praise God’ in Arabic
sensitizing,1.97,RARE,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,rendering an organism sensitive to a serum by a series of injections
deregulating,1.95,RARE,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,the act of freeing from regulation (especially from governmental regulations)
immobilizing,1.95,RARE,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,the act of limiting movement or making incapable of movement
poulet,1.95,RARE,1,noun.food,GENERAL,,True,False,False,not in Wiktionary,the flesh of a chicken used for food
telecasting,1.94,RARE,1,noun.communication,GENERAL,,True,False,False,not in Wiktionary,broadcasting visual images of stationary or moving objects
crystallizing,1.93,RARE,1,noun.phenomenon,GENERAL,,True,False,False,not in Wiktionary,the formation of crystals
leftfield,1.92,RARE,2,noun.artifact,GENERAL,,True,False,False,not in Wiktionary,the piece of ground in the outfield on the catcher's left
muckraking,1.92,RARE,1,noun.communication,GENERAL,,True,False,False,not in Wiktionary,the exposure of scandal (especially about public figures)
valgus,1.91,RARE,1,noun.state,GENERAL,,True,False,False,not in Wiktionary,a deformity in which there is an abnormal displacement of part of a limb away from the midline of the body
galax,1.9,RARE,1,noun.plant,BIO,,True,False,False,not in Wiktionary,tufted evergreen perennial herb having spikes of tiny white flowers and glossy green round to heart-shaped leaves that become coppery to maroon or purplish in fall
humoring,1.9,RARE,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,the act of indulging or gratifying a desire
carrizo,1.89,RARE,1,noun.plant,BIO,,True,False,False,not in Wiktionary,"tall North American reed having relative wide leaves and large plumelike panicles; widely distributed in moist areas; used for mats, screens and arrow shafts"
clerking,1.89,RARE,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,the activity of recording business transactions
doxing,1.89,RARE,1,noun.act,GENERAL,,False,False,False,not in Wiktionary,Releasing someone's personal information on the Web with the intention of causing harassment
hymie,1.88,RARE,1,noun.person,GENERAL,,True,False,False,not in Wiktionary,(ethnic slur) offensive term for a Jew
inoculating,1.88,RARE,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,the act of protecting against disease by introducing a vaccine into the body to induce immunity
malinois,1.88,RARE,1,noun.animal,BIO,,True,False,False,not in Wiktionary,fawn-colored short-haired sheepdog
baedeker,1.87,RARE,1,noun.communication,GENERAL,,True,True,False,not in Wiktionary,any of a series of travel guidebooks published by the German firm founded by Karl Baedeker
bota,1.87,RARE,1,noun.artifact,GENERAL,,True,False,False,not in Wiktionary,a wine bottle made of leather
polack,1.86,RARE,1,noun.person,GENERAL,,True,False,False,not in Wiktionary,a person of Polish descent
bosc,1.85,RARE,1,noun.food,GENERAL,,True,False,False,not in Wiktionary,greenish-yellow pear
diagramming,1.85,RARE,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,providing a chart or outline of a system
enjoining,1.85,RARE,1,noun.communication,SPECIAL,law,True,False,False,not in Wiktionary,(law) a judicial remedy issued in order to prohibit a party from doing or continuing to do a certain activity
kbit,1.84,RARE,1,noun.quantity,GENERAL,,True,False,False,not in Wiktionary,a unit of information equal to 1000 bits
oculomotor,1.84,RARE,1,noun.body,MED,,True,False,False,not in Wiktionary,supplies extrinsic muscles of the eye
athar,1.82,RARE,1,noun.substance,GENERAL,,True,False,False,not in Wiktionary,essential oil or perfume obtained from flowers
decompressing,1.8,RARE,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,relieving pressure (especially bringing a compressed person gradually back to atmospheric pressure)
mcmansion,1.8,RARE,1,noun.artifact,GENERAL,,False,False,False,not in Wiktionary,"a generic, mass-produced luxury home"
sculling,1.8,RARE,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,rowing by a single oarsman in a racing shell
silkwood,1.8,RARE,1,noun.plant,BIO,,True,False,False,not in Wiktionary,a fast-growing tropical American evergreen having white flowers and fleshy edible fruit; a bark yields a silky fiber used in cordage and wood is valuable for staves
accenting,1.79,RARE,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,the act of giving special importance or significance to something
buttressing,1.78,RARE,1,noun.artifact,GENERAL,,True,False,False,not in Wiktionary,a support usually of stone or brick; supports the wall of a building
hoofing,1.78,RARE,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,dancing in which the steps are more important than gestures or postures
hybridizing,1.78,RARE,1,noun.act,BIO,genetics,True,False,False,not in Wiktionary,(genetics) the act of mixing different species or varieties of animals or plants and thus to produce hybrids
landrover,1.78,RARE,1,noun.artifact,GENERAL,,True,False,False,not in Wiktionary,a car suitable for traveling over rough terrain
discomfited,1.77,RARE,1,noun.group,GENERAL,,True,False,False,not in Wiktionary,people who are defeated
okeh,1.77,RARE,1,noun.communication,GENERAL,,True,False,False,not in Wiktionary,an endorsement
beany,1.76,RARE,1,noun.artifact,GENERAL,,True,False,False,not in Wiktionary,a small skullcap; formerly worn by schoolboys and college freshmen
tkm,1.76,RARE,1,noun.quantity,GENERAL,,False,False,False,not in Wiktionary,a unit of measure used in freight transport which determines the transport of one tonne of goods by a transport mode over one kilometer.
synchronising,1.75,RARE,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,an adjustment that causes something to occur or recur in unison
femoris,1.73,RARE,1,noun.body,MED,,True,False,False,not in Wiktionary,the longest and thickest bone of the human skeleton; extends from the pelvis to the knee
gallina,1.73,RARE,1,noun.animal,BIO,,True,False,False,not in Wiktionary,small Asiatic wild bird; believed to be ancestral to domestic fowl
silenus,1.7,RARE,1,noun.person,GENERAL,,True,True,False,not in Wiktionary,any of the minor woodland deities who were companions of Dionysus (similar to the satyrs)
tamarindo,1.7,RARE,2,noun.plant,BIO,,True,False,False,not in Wiktionary,long-lived tropical evergreen tree with a spreading crown and feathery evergreen foliage and fragrant flowers yielding hard yellowish wood and long pods with edible chocolate-colored acidic pulp
centrex,1.69,RARE,1,noun.artifact,GENERAL,,True,False,False,not in Wiktionary,(CENTRal EXchange) a kind of telephone exchange
veau,1.68,RARE,1,noun.food,GENERAL,,True,False,False,not in Wiktionary,meat from a calf
sclerotinia,1.67,RARE,1,noun.plant,BIO,,True,False,False,not in Wiktionary,any fungus of the genus Sclerotinia; some causing brown rot diseases in plants
coville,1.66,RARE,1,noun.plant,BIO,,True,False,False,not in Wiktionary,desert shrub of southwestern United States and New Mexico having persistent resinous aromatic foliage and small yellow flowers
pythium,1.66,RARE,1,noun.plant,BIO,,True,False,False,not in Wiktionary,any fungus of the genus Pythium
amora,1.65,RARE,1,noun.person,GENERAL,,True,False,False,not in Wiktionary,one of a group of rabbis (active AD 250-500) who discussed the Mishnaic law in the law schools of Palestine and Mesopotamia where they explained and applied earlier teachings and whose discussions are recorded in the Talmud; they emphasized the study of Torah and the importance of personal action and the fulfillment of the commandments
sciara,1.65,RARE,1,noun.animal,BIO,,True,False,False,not in Wiktionary,minute blackish gregarious flies destructive to mushrooms and seedlings
eimeria,1.64,RARE,1,noun.animal,BIO,,True,False,False,not in Wiktionary,parasitic on the digestive epithelium of vertebrates and higher invertebrates
foregrounding,1.62,RARE,1,noun.process,GENERAL,,True,False,False,not in Wiktionary,the execution of a program that preempts the use of the processing system
mopes,1.62,RARE,1,noun.state,GENERAL,,True,False,False,not in Wiktionary,an informal expression for a mildly depressed state
barbu,1.61,RARE,1,noun.animal,BIO,,True,False,False,not in Wiktionary,found along western Atlantic coast
mym,1.61,RARE,1,noun.quantity,GENERAL,,True,False,False,not in Wiktionary,"a metric unit of length equal to 10,000 meters"
kabala,1.6,RARE,1,noun.communication,GENERAL,,True,True,False,not in Wiktionary,an esoteric or occult matter resembling the Kabbalah that is traditionally secret
syllogistic,1.6,RARE,1,noun.cognition,GENERAL,,False,False,False,not in Wiktionary,"in logic, the formal analysis of logical terms and operators and the structures that make it possible to infer true conclusions from given premises."
teleworking,1.6,RARE,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,employment at home while communicating with the workplace by phone or fax or modem
cirio,1.59,RARE,1,noun.plant,BIO,,True,False,False,not in Wiktionary,candlewood of Mexico and southwestern California having tall columnar stems and bearing honey-scented creamy yellow flowers
advertizing,1.57,RARE,1,noun.communication,GENERAL,,True,False,False,not in Wiktionary,a public promotion of some product or service
bayat,1.57,RARE,1,noun.communication,SPECIAL,Arabic,True,False,False,not in Wiktionary,an oath of allegiance to an emir
draba,1.57,RARE,1,noun.plant,BIO,,True,False,False,not in Wiktionary,any of numerous low-growing cushion-forming plants of the genus Draba having rosette-forming leaves and terminal racemes of small flowers with scapose or leafy stems; fruit is a dehiscent oblong or linear silique
porc,1.57,RARE,1,noun.food,GENERAL,,True,False,False,not in Wiktionary,meat from a domestic hog or pig
terpsichore,1.56,RARE,1,noun.act,GENERAL,,True,True,False,not in Wiktionary,taking a series of rhythmical steps (and movements) in time to music
googol,1.54,RARE,1,noun.quantity,GENERAL,,True,False,False,not in Wiktionary,a cardinal number represented as 1 followed by 100 zeros (ten raised to the power of a hundred)
humouring,1.54,RARE,1,noun.act,GENERAL,,False,False,False,not in Wiktionary,the act of indulging or gratifying a desire
maravilla,1.54,RARE,2,noun.plant,BIO,,True,False,False,not in Wiktionary,wildflower having vibrant deep pink tubular evening-blooming flowers; found in sandy and desert areas from southern California to southern Colorado and into Mexico
salai,1.54,RARE,1,noun.plant,BIO,,True,False,False,not in Wiktionary,East Indian tree yielding a resin used medicinally and burned as incense
inventorying,1.53,RARE,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,making an itemized list of merchandise or supplies on hand
invidia,1.53,RARE,1,noun.act,GENERAL,,True,False,False,not in Wiktionary,spite and resentment at seeing the success of another (personified as one of the deadly sins)
