noun,start,end,length,name,definition,wikipedia
accretion,a,n,9,False,an increase by natural growth or addition,
accroides,a,s,9,False,an alcohol-soluble resin from Australian trees; used in varnishes and in manufacturing paper,
accrual,a,l,7,False,the act of accumulating,"In finance, an accrual (accumulation) of something is the adding together of interest or different investments over a period of time."
accruement,a,t,10,False,the act of accumulating,
acculturation,a,n,13,False,the adoption of the behavior patterns of the surrounding culture,"Acculturation is a process of social, psychological, and cultural change that stems from the balancing of two cultures while adapting to the prevailing culture of the society."
accumulation,a,n,12,False,an increase by natural growth or addition,
accumulator,a,r,11,False,a person who is employed to collect payments (as for rent or taxes),
accuracy,a,y,8,False,the quality of being near to the true value,
accusal,a,l,7,False,a formal charge of wrongdoing brought against a person; the act of imputing blame or guilt,
accusation,a,n,10,False,a formal charge of wrongdoing brought against a person; the act of imputing blame or guilt,An accusation is a statement by one person asserting that another person or entity has done something improper.
accusative,a,e,10,False,the case of nouns serving as the direct object of a verb,
accused,a,d,7,False,a defendant in a criminal proceeding,
accuser,a,r,7,False,someone who imputes guilt or blame,
ace,a,e,3,False,the smallest whole number or a numeral representing this number,"An ace is a playing card, die or domino with a single pip."
acebutolol,a,l,10,False,an oral beta blocker (trade name Sectral) used in treating hypertension,"Acebutolol, sold under the brand names Sectral among others, is a beta blocker for the treatment of hypertension and arrhythmias."
acedia,a,a,6,False,apathy and inactivity in the practice of virtue (personified as one of the deadly sins),"Acedia (; also accidie or accedie , from Latin acēdia, and this from Greek ἀκηδία, ""negligence"", ἀ- ""lack of"" -κηδία ""care"") has been variously defined as a state of listlessness or torpor, of not caring or not being concerned with one's position or condition in the world."
acephalia,a,a,9,False,absence of the head (as in the development of some monsters),
acephalism,a,m,10,False,absence of the head (as in the development of some monsters),
acephaly,a,y,8,False,absence of the head (as in the development of some monsters),
acerbity,a,y,8,False,a sharp bitterness,
acerola,a,a,7,False,tropical American shrub bearing edible acid red fruit resembling cherries,
acervulus,a,s,9,False,small asexual fruiting body resembling a cushion or blister consisting of a mat of hyphae that is produced on a host by some fungi,An acervulus (pl.
acetabulum,a,m,10,False,the cup-shaped hollow in the hipbone into which the head of the femur fits to form a ball-and-socket joint,"The acetabulum (; pl.: acetabula) also called the cotyloid cavity, is a concave surface of the pelvis."
acetal,a,l,6,False,any organic compound formed by adding alcohol molecules to aldehyde molecules,"In organic chemistry, an acetal is a functional group with the connectivity R2C(OR')2."
acetaldehyde,a,e,12,False,a colorless volatile water-soluble liquid aldehyde used chiefly in the manufacture of acetic acid and perfumes and drugs,"Acetaldehyde (IUPAC systematic name ethanal) is an organic chemical compound with the formula CH3CHO, sometimes abbreviated as MeCHO. It is a colorless liquid or gas, boiling near room temperature."
acetaldol,a,l,9,False,unsaturated aldol,
acetamide,a,e,9,False,a colorless solid amide of acetic acid used as a solvent and in the synthesis of organic compounds,Acetamide (systematic name: ethanamide) is an organic compound with the formula CH3CONH2.
acetaminophen,a,n,13,False,"an analgesic for mild pain but not for inflammation; also used as an antipyretic; (Datril, Tylenol, Panadol, Phenaphen, Tempra, and Anacin III are trademarks of brands of acetaminophen tablets)",
acetanilid,a,d,10,False,a white crystalline compound used as an analgesic and also as an antipyretic,
acetanilide,a,e,11,False,a white crystalline compound used as an analgesic and also as an antipyretic,Acetanilide is an odourless solid chemical of leaf or flake-like appearance.
acetate,a,e,7,False,a salt or ester of acetic acid,An acetate is a salt formed by the combination of acetic acid with a base (e.g.
acetin,a,n,6,False,any of three liquid acetates that are formed when acetic acid and glycerin are heated together,
acetone,a,e,7,False,the simplest ketone; a highly inflammable liquid widely used as an organic solvent and as material for making plastics,Acetone (2-propanone or dimethyl ketone) is an organic compound with the formula (CH3)2CO. It is the simplest and smallest ketone (>C=O).
acetonemia,a,a,10,False,an abnormal increase of ketone bodies in the blood as in diabetes mellitus,
acetonuria,a,a,10,False,excessive amounts of ketone bodies in the urine as in diabetes mellitus or starvation,
acetophenetidin,a,n,15,False,a white crystalline compound used as an analgesic and also as an antipyretic,
acetphenetidin,a,n,14,False,a white crystalline compound used as an analgesic and also as an antipyretic,
acetum,a,m,6,False,a dilute solution of acetic acid that is used as a solvent (e.g. for a drug),
acetyl,a,l,6,False,the organic group of acetic acid (CH3CO-),
acetylation,a,n,11,False,the process of introducing an acetyl group into a compound,"In chemistry, acetylation  is an organic esterification reaction with acetic acid."
acetylcholine,a,e,13,False,a neurotransmitter that is a derivative of choline; released at the ends of nerve fibers in the somatic and parasympathetic nervous systems,Acetylcholine (ACh) is an organic compound that functions in the brain and body of many types of animals (including humans) as a neurotransmitter.
acetylene,a,e,9,False,a colorless flammable gas used chiefly in welding and in organic synthesis,Acetylene (systematic name: ethyne) is the chemical compound with the formula C2H2 and structure H−C≡C−H. It is a hydrocarbon and the simplest alkyne.
ache,a,e,4,False,a dull persistent (usually moderately intense) pain,
achene,a,e,6,False,small dry indehiscent fruit with the seed distinct from the fruit wall,"An achene (; from Ancient Greek  ἀ (a) 'privative', and  χαίνειν (khaínein) 'to gape'), also sometimes called akene and occasionally achenium or achenocarp, is a type of simple dry fruit produced by many species of flowering plants."
achievability,a,y,13,False,the state of being achievable,
achievement,a,t,11,False,the action of accomplishing something,
achiever,a,r,8,False,a person with a record of successes,
achillea,a,a,8,False,any of several plants of the genus Achillea native to Europe and having small white flowers in flat-topped flower heads,"Achillea  is a genus of flowering plants in the family Asteraceae, known colloquially as yarrows."
achimenes,a,s,9,False,any plant of the genus Achimenes having showy bell-shaped flowers that resemble gloxinias,Achimenes  is a genus of about 25 species of tropical and subtropical rhizomatous perennial herbs in the flowering plant family Gesneriaceae.
aching,a,g,6,False,a dull persistent (usually moderately intense) pain,
achira,a,a,6,False,canna grown especially for its edible rootstock from which arrowroot starch is obtained,
achlorhydria,a,a,12,False,an abnormal deficiency or absence of free hydrochloric acid in the gastric juice; often associated with severe anemias and cancer of the stomach,"Achlorhydria and hypochlorhydria refer to states where the production of hydrochloric acid in gastric secretions of the stomach and other digestive organs is absent or low, respectively."
